Weak_foot,Ball_Control,Dribbling,Marking,Attacking_Position,Interceptions,Short_Pass,Long_Pass,Acceleration,Speed,Strength,Agility,Jumping,Heading,Shot_Power,Curve,Rating,edad,Club_Pos_Num
5,63,49,80,45,74,66,64,70,50,80,63,80,70,64,48,76,30,7
4,81,77,76,73,70,82,77,77,72,68,74,83,66,76,77,76,29,8
3,75,72,22,78,20,77,54,54,68,78,61,77,83,74,67,76,29,25
4,74,54,77,63,74,75,72,75,78,80,64,78,77,73,45,76,26,16
3,78,80,20,72,24,74,54,94,96,66,86,64,53,70,67,76,29,27
3,69,66,30,77,40,63,60,66,69,82,58,70,85,79,53,76,27,25
2,62,46,71,54,75,60,50,55,66,90,51,63,78,55,39,76,28,17
3,76,75,73,74,69,75,71,81,81,74,74,83,69,74,55,76,29,27
4,78,77,22,72,20,76,68,86,78,34,86,55,56,69,76,76,30,8
3,70,53,73,61,78,67,64,77,79,82,55,76,75,63,56,76,30,27
3,76,78,33,72,37,73,65,78,77,60,80,52,39,69,72,76,33,21
2,82,80,28,78,38,76,64,86,79,60,84,62,60,70,78,76,30,25
3,17,15,17,13,22,18,13,43,40,69,48,62,19,18,15,76,32,4
4,73,61,11,79,23,69,40,64,74,84,54,65,78,79,38,76,29,26
5,71,64,30,81,32,63,49,59,63,75,65,66,82,78,54,76,29,27
3,75,75,17,75,18,74,68,79,86,73,82,70,70,76,73,76,28,12
3,75,70,67,76,73,78,74,65,69,72,73,67,71,80,71,76,28,19
3,80,78,37,74,50,73,66,83,85,55,89,70,53,70,64,76,30,21
3,76,77,41,72,56,72,68,80,78,61,79,60,42,71,82,77,28,11
2,63,53,75,50,75,64,63,62,67,76,59,73,79,71,52,76,28,7
3,63,36,78,20,69,65,45,50,53,79,53,74,77,45,43,76,31,27
3,43,28,79,19,75,54,42,65,68,92,53,84,74,51,23,76,30,27
4,78,80,51,74,57,75,71,75,73,64,77,77,66,80,76,76,28,11
4,71,70,22,82,24,69,55,64,61,79,67,70,79,80,57,76,30,25
3,80,76,54,72,70,77,77,55,54,75,66,66,60,72,74,76,28,9
3,61,54,77,47,76,68,65,39,40,85,33,34,77,65,45,76,31,27
3,77,77,70,66,75,77,68,73,68,57,72,51,65,59,67,76,32,6
4,72,68,20,76,35,68,54,78,77,85,77,79,80,78,63,76,36,12
3,71,68,12,80,26,71,63,49,53,89,58,69,85,79,60,76,29,27
4,21,13,13,13,20,35,28,49,52,68,45,73,13,23,11,76,29,27
4,68,42,75,39,78,69,51,54,68,75,60,73,75,28,28,76,29,17
2,74,73,76,70,78,76,73,68,63,79,69,72,72,85,59,76,28,6
3,82,81,42,72,49,72,69,74,75,51,80,67,53,76,81,76,32,0
3,80,80,29,72,26,71,65,79,86,60,80,55,47,75,83,76,29,27
4,81,82,26,70,25,77,66,79,73,32,85,67,42,63,82,76,28,27
3,81,76,59,72,68,78,69,61,64,64,67,65,70,58,81,76,29,0
2,73,64,77,61,76,75,64,67,69,76,65,68,73,51,67,76,29,6
3,76,63,61,59,79,74,72,57,60,86,64,80,72,82,70,76,31,27
2,69,44,80,60,79,63,60,66,67,79,68,72,71,59,35,76,31,27
4,78,72,51,61,69,83,82,60,55,68,69,57,59,78,80,76,30,27
2,72,65,70,61,73,76,76,62,65,80,58,66,68,66,52,76,29,8
3,77,79,23,74,35,72,59,86,86,50,84,69,61,80,75,76,29,21
4,70,74,39,78,39,74,69,79,82,75,69,90,77,76,73,76,30,26
4,79,82,43,70,44,77,67,81,82,76,78,74,47,70,72,76,31,27
3,69,64,75,34,73,73,65,78,85,68,67,67,66,50,53,76,31,6
3,74,62,75,60,74,76,69,75,74,76,71,81,65,68,62,76,31,25
3,70,62,76,32,83,74,68,66,61,71,65,86,72,47,38,76,29,27
4,74,76,30,77,54,74,67,79,86,64,77,76,74,71,59,76,30,13
3,74,74,79,47,74,75,71,75,73,67,73,66,71,70,77,76,30,27
3,77,74,60,75,75,78,73,67,68,62,64,64,60,68,68,76,31,27
3,73,72,24,77,63,78,74,71,75,78,75,77,55,80,84,76,34,11
4,71,72,26,75,32,70,59,69,69,86,75,73,76,81,66,76,28,22
4,73,68,33,82,48,74,68,62,62,60,74,70,72,79,72,76,28,26
4,75,73,59,77,59,78,73,66,66,69,67,76,69,70,70,76,32,15
4,78,73,63,66,73,80,77,64,66,56,76,62,52,69,74,76,29,27
3,76,69,63,76,65,81,77,60,53,62,79,65,70,71,67,76,35,25
3,80,82,23,79,40,72,58,75,71,57,76,68,55,72,72,76,33,11
3,84,82,21,78,32,73,55,77,75,68,77,74,68,74,76,76,29,27
3,76,75,17,78,19,70,49,65,67,76,69,61,81,78,76,76,27,27
2,58,50,77,45,74,61,60,55,56,76,51,74,78,40,33,76,28,17
3,75,75,69,57,76,68,80,69,75,69,69,75,68,80,82,76,31,27
4,79,71,58,62,70,82,82,68,66,64,74,54,48,74,76,76,31,27
4,22,20,20,15,22,28,23,50,45,78,58,61,20,24,11,76,33,4
2,19,15,12,10,20,30,34,29,34,67,32,51,17,22,14,76,28,4
4,54,44,80,42,73,63,53,36,33,86,34,64,74,62,44,76,32,27
3,71,68,73,60,72,70,70,87,85,67,72,82,68,70,67,76,31,7
3,58,45,77,42,73,73,71,33,50,80,56,76,75,38,44,76,31,27
3,73,62,71,56,74,69,70,78,81,67,78,50,60,56,50,76,33,16
3,73,71,71,66,75,70,66,74,76,79,69,78,79,74,64,76,29,27
4,77,82,43,72,36,69,47,82,78,43,91,76,68,75,58,76,29,23
2,77,79,19,75,45,72,50,89,88,57,88,64,68,74,69,76,28,13
2,58,54,79,31,79,66,63,67,65,74,62,79,71,63,47,76,31,7
4,77,72,29,77,38,78,80,76,74,48,78,60,46,77,79,76,31,20
3,75,75,28,75,44,69,60,77,80,70,79,90,74,76,74,75,32,26
3,75,66,78,60,75,74,71,77,73,59,81,74,57,64,70,76,30,27
3,22,12,15,18,16,23,26,38,33,76,28,52,16,15,19,76,30,27
4,76,78,26,74,34,76,72,82,81,65,76,53,57,70,72,76,31,11
2,22,18,11,17,23,28,18,52,55,72,25,70,11,24,13,76,35,4
3,77,79,31,74,29,75,70,79,82,59,78,70,56,81,73,76,33,11
3,78,78,68,61,75,78,74,69,75,72,69,55,60,82,68,76,34,27
4,79,81,16,78,29,74,69,75,66,49,80,68,43,73,73,76,31,23
4,80,80,12,78,60,74,70,75,77,81,67,68,75,84,83,76,31,0
3,32,11,13,11,24,22,32,46,44,72,60,75,12,38,11,76,35,27
4,79,74,46,77,59,76,75,53,54,70,75,60,65,75,73,76,35,8
3,80,80,63,70,71,74,70,79,77,73,86,71,70,75,76,76,33,19
4,25,24,14,13,12,48,49,59,60,68,69,83,12,24,14,76,31,4
2,63,57,75,45,77,68,65,48,46,83,36,68,75,62,46,76,32,7
3,77,78,55,73,59,78,73,69,68,59,77,51,54,80,64,76,31,0
2,61,46,73,41,77,67,63,68,74,77,65,86,80,66,42,76,32,17
3,82,64,63,65,68,85,84,49,36,86,55,35,61,74,56,76,33,8
3,74,63,79,47,79,64,66,64,76,82,58,77,63,84,65,76,32,27
4,74,65,70,64,70,85,82,66,59,61,63,33,47,77,81,76,32,18
3,77,64,69,60,73,82,81,47,35,70,51,49,59,72,81,76,36,19
3,67,43,80,44,75,65,64,73,72,81,63,90,76,64,25,76,32,1
4,75,74,73,68,78,80,76,64,55,66,74,76,68,77,60,76,30,27
4,75,72,22,80,42,70,64,69,73,77,79,81,74,73,66,76,33,12
3,69,68,74,61,79,75,70,69,69,75,67,70,63,67,57,76,31,19
3,78,77,28,75,55,77,69,74,68,65,76,63,63,75,77,76,31,27
4,77,71,66,65,75,80,76,68,63,56,73,81,63,75,61,76,34,2
2,71,70,45,80,34,74,62,55,58,86,59,62,81,72,66,76,33,12
3,23,13,12,15,23,33,33,47,41,60,65,79,13,23,14,76,36,4
3,76,72,58,77,60,81,81,55,46,77,63,66,69,85,79,76,32,9
3,14,14,18,17,21,16,23,54,77,62,44,71,11,17,12,76,31,27
3,75,73,78,65,82,70,71,64,55,76,68,75,76,66,63,76,35,27
3,25,13,10,11,22,22,24,40,41,62,44,58,13,16,13,76,32,4
3,79,75,40,68,60,77,78,73,73,75,73,67,57,75,82,76,33,8
2,75,76,58,76,48,76,74,72,74,66,74,73,41,77,76,76,31,18
2,22,15,14,8,14,35,33,35,38,69,39,52,12,22,12,76,38,27
2,80,75,44,73,35,78,73,66,61,48,78,33,43,70,65,76,35,11
2,24,14,11,18,22,29,20,58,55,70,50,69,12,16,20,76,34,4
4,80,82,35,80,45,69,64,75,70,55,72,69,55,73,81,76,35,11
5,82,80,41,77,51,70,72,76,77,70,76,63,53,81,73,76,33,27
3,18,14,11,14,26,35,40,58,55,74,57,82,12,22,24,76,31,4
2,60,46,76,21,76,60,45,44,46,87,34,33,80,42,32,76,35,17
3,58,54,81,20,80,54,54,34,54,91,30,72,74,47,24,76,35,27
3,74,65,79,69,76,75,74,66,48,68,75,77,65,79,57,76,35,9
4,80,77,34,76,28,78,74,68,61,67,71,44,56,80,83,76,36,27
3,75,65,79,57,84,82,79,55,53,70,62,70,83,77,65,76,33,19
2,72,61,28,84,26,58,37,49,53,92,48,31,81,78,53,75,34,27
2,20,21,11,11,14,32,35,49,39,63,59,75,21,21,11,76,40,27
3,56,54,80,30,82,56,64,52,54,78,46,82,74,49,37,76,34,17
3,74,64,16,86,20,65,40,67,69,66,73,93,88,68,63,76,33,26
4,84,80,46,70,68,80,76,69,63,44,79,50,33,78,80,76,38,23
3,74,68,64,68,82,78,85,38,32,67,59,48,63,75,75,76,33,2
3,63,48,76,53,72,75,63,55,62,79,57,76,80,67,49,76,32,27
2,75,72,76,66,72,75,74,82,80,64,76,70,60,73,78,76,28,6
2,58,60,72,39,77,67,65,67,54,86,59,80,72,70,30,76,30,25
2,75,69,18,80,24,68,45,60,66,78,68,78,80,80,61,76,35,12
3,62,53,73,46,73,70,65,63,65,84,31,72,76,73,60,76,36,27
3,80,77,44,70,55,78,73,66,68,91,63,65,61,79,73,75,35,22
3,66,27,77,45,76,53,51,50,34,79,34,72,83,44,39,76,38,17
3,18,14,13,17,25,25,34,37,39,69,40,73,11,21,13,76,37,4
4,82,77,53,65,65,82,83,53,55,67,75,68,66,81,80,76,33,2
2,77,83,30,72,39,73,72,71,74,73,82,71,34,68,61,76,32,21
3,73,65,68,58,77,79,74,42,34,73,66,75,65,75,70,76,34,9
4,78,79,60,72,62,79,75,74,64,57,81,60,56,75,75,76,35,27
3,23,11,11,15,25,31,23,49,53,77,40,74,13,24,10,76,34,4
3,64,49,78,31,85,59,59,55,55,75,51,75,74,56,55,76,36,25
3,64,47,74,50,81,70,61,46,50,82,34,65,80,61,59,76,34,17
3,59,38,74,34,75,59,65,47,34,85,33,62,81,70,29,76,34,27
4,38,20,12,17,25,39,39,58,59,62,59,70,13,25,20,76,38,4
3,55,50,81,16,85,56,64,30,34,78,30,74,76,69,40,76,38,17
4,31,12,18,13,26,39,37,35,45,77,35,55,14,13,13,76,35,27
3,60,45,77,35,80,62,68,34,34,76,60,80,78,72,24,76,36,7
3,75,71,68,61,69,77,76,74,75,59,59,56,56,69,69,75,20,27
3,78,80,24,72,38,67,56,85,80,40,86,35,28,75,70,75,21,13
3,62,36,73,28,74,67,58,34,56,87,28,69,70,66,29,75,24,27
3,69,52,72,43,73,69,56,74,73,64,55,55,70,40,32,75,23,27
3,51,46,74,23,75,68,65,66,64,78,46,85,78,45,30,75,25,17
3,81,82,20,73,36,75,56,85,83,65,86,61,64,73,65,75,20,27
4,76,74,68,73,77,76,73,73,75,81,67,79,68,69,55,75,21,8
3,62,58,74,40,75,66,76,49,60,83,51,51,73,60,62,75,29,7
3,75,72,38,72,40,74,58,59,77,77,63,69,72,78,63,75,25,22
4,76,71,25,77,20,65,56,68,77,67,78,82,73,75,79,75,29,26
3,73,75,31,76,38,76,58,79,82,59,81,69,56,61,61,75,25,15
4,77,77,31,72,52,75,76,66,68,55,82,46,44,66,56,75,25,0
2,72,75,25,67,45,77,73,83,77,64,79,64,60,71,87,75,29,0
3,72,59,73,65,72,76,71,68,70,72,61,73,72,72,57,75,25,19
3,54,49,75,34,71,61,62,61,67,89,44,57,75,55,38,75,29,17
3,70,68,77,59,76,74,77,76,78,77,60,76,75,79,52,75,33,17
3,77,71,71,61,73,73,71,81,82,61,72,51,68,54,61,75,33,16
3,73,76,65,72,62,75,72,88,82,67,87,64,60,70,84,75,29,6
2,21,9,10,31,31,23,22,34,38,81,31,67,10,23,8,75,33,4
3,76,75,31,77,41,74,71,81,72,54,82,51,51,55,72,75,25,0
5,73,75,31,77,31,73,63,86,78,48,89,44,44,53,56,75,29,5
4,73,75,72,55,76,70,75,71,72,66,78,52,71,51,75,75,25,19
3,73,71,67,67,68,74,72,62,78,82,67,71,73,75,64,75,29,19
3,56,44,77,36,72,64,61,56,61,76,54,82,72,61,47,75,25,17
3,59,61,72,34,66,71,57,55,64,84,46,68,77,51,69,75,29,7
3,63,51,76,67,66,73,43,41,51,91,32,58,77,46,52,75,29,7
3,71,77,77,55,71,77,74,71,77,61,81,65,66,34,51,75,29,16
3,67,66,71,60,75,75,72,74,83,63,81,63,66,68,61,75,25,6
2,25,12,10,8,15,20,20,41,46,60,58,69,12,20,20,75,33,4
2,82,79,39,72,30,71,58,74,78,75,74,71,74,82,64,75,22,23
3,78,80,21,74,66,72,62,90,88,66,88,62,45,75,59,75,22,21
4,76,80,32,79,26,75,59,79,77,50,78,73,64,73,65,75,25,12
4,77,75,59,73,68,76,68,79,75,68,74,64,59,74,75,75,21,0
4,78,74,20,73,21,68,54,73,78,79,68,72,68,85,67,75,20,26
4,77,75,75,58,69,77,66,77,75,68,75,65,58,62,71,75,20,16
4,77,82,28,68,30,73,59,88,87,48,90,83,39,72,62,75,19,27
3,72,71,70,65,74,76,72,72,71,84,65,82,74,78,36,75,20,27
3,78,76,57,72,62,77,73,82,83,64,76,62,59,74,71,75,21,8
3,78,80,65,74,68,76,73,78,76,50,90,62,52,76,71,75,21,27
2,62,53,77,34,77,65,46,73,72,72,66,75,69,47,28,75,22,27
2,73,69,76,69,74,76,72,68,69,75,69,62,74,75,54,75,23,27
3,75,61,70,58,77,73,66,58,66,71,51,78,76,43,33,75,23,27
3,80,76,54,70,73,81,78,64,68,74,64,68,79,63,68,75,21,27
4,75,77,66,68,67,76,73,85,87,50,91,85,41,73,68,75,21,19
3,75,73,69,63,75,80,78,65,66,69,68,73,61,77,75,75,20,27
3,74,78,25,70,19,76,66,90,86,45,90,59,45,75,71,75,21,23
3,78,74,60,65,74,79,76,79,75,64,85,31,32,62,62,75,21,3
3,73,70,76,65,81,75,67,67,66,77,64,61,69,71,62,75,28,2
3,74,71,73,61,76,69,61,79,77,56,81,70,65,75,67,75,24,27
4,76,74,68,71,71,78,74,65,69,77,68,69,65,77,69,75,22,8
3,76,77,65,72,69,73,66,82,83,58,78,80,52,74,74,75,25,21
3,73,69,65,50,73,77,78,59,59,71,72,69,58,76,66,75,31,18
3,72,72,75,60,76,76,68,63,63,71,62,66,56,60,65,75,21,19
3,75,75,41,73,46,75,63,79,80,67,82,70,67,69,76,75,24,25
2,78,76,60,62,62,78,76,84,78,74,82,78,56,80,68,75,21,27
3,57,46,75,43,74,65,62,54,51,82,59,68,75,65,37,75,28,7
4,71,79,32,77,29,71,67,86,90,63,84,58,41,77,74,75,25,27
3,73,72,15,75,20,76,64,84,83,68,83,67,72,74,49,75,21,22
2,25,17,13,7,24,22,19,30,35,68,25,69,15,25,18,75,27,4
3,74,77,29,77,35,68,61,83,81,58,82,76,74,72,82,75,22,27
4,75,72,32,74,33,61,56,76,74,75,69,72,70,79,69,75,23,26
3,32,13,11,16,25,32,32,58,58,68,60,72,16,42,25,75,27,27
4,75,41,76,22,75,74,69,74,69,74,51,68,70,58,25,75,22,7
2,67,66,68,59,72,70,57,74,82,76,69,74,69,82,71,75,24,6
3,74,71,22,78,19,62,39,55,57,80,66,56,78,74,66,75,25,27
2,80,81,26,75,13,73,52,80,84,63,79,62,69,72,60,75,22,23
4,75,82,17,77,15,76,67,72,69,53,78,55,28,65,66,75,27,21
3,72,73,59,67,76,72,70,82,81,62,72,86,69,68,71,73,25,21
2,74,75,32,72,42,70,66,85,86,81,75,68,64,75,72,75,26,21
3,73,74,72,65,75,71,59,79,79,64,77,81,68,77,68,75,23,27
4,74,73,71,65,80,74,70,66,67,82,59,64,68,78,60,75,26,19
4,75,77,18,69,34,72,65,91,88,59,85,74,64,68,63,75,25,21
3,74,75,71,70,71,68,52,80,78,76,73,72,64,74,60,75,30,27
3,78,81,26,70,34,77,63,83,75,39,80,62,53,80,77,75,24,21
3,72,65,72,61,79,72,70,79,75,79,77,73,52,76,63,75,25,2
3,64,56,78,20,76,56,60,55,65,84,50,76,74,56,20,75,25,27
4,75,67,76,52,75,78,76,63,68,66,59,70,62,64,45,75,28,8
3,78,79,59,70,67,76,72,77,75,79,74,63,58,75,61,75,22,18
2,74,69,71,64,71,68,59,79,85,68,83,55,67,67,68,75,23,6
3,68,60,78,49,76,69,60,75,69,76,67,81,75,65,45,75,22,27
4,79,78,22,74,27,69,48,86,86,70,82,71,68,74,72,75,21,27
4,71,68,14,77,14,64,43,57,68,84,61,81,84,80,39,75,23,27
4,76,78,19,76,14,66,62,85,85,66,78,67,64,72,67,75,23,27
4,76,76,54,62,64,76,73,77,74,65,83,58,42,78,82,75,24,0
2,59,47,80,33,77,67,64,66,66,77,65,81,72,59,56,75,23,17
3,62,32,79,24,68,73,73,30,34,91,28,34,82,33,29,75,30,17
3,74,73,37,75,42,67,60,73,71,73,74,76,74,77,69,75,30,26
3,75,79,44,69,44,73,72,78,76,55,88,79,50,73,74,75,25,27
2,55,37,77,33,71,57,32,37,37,86,47,90,77,42,27,75,30,27
4,72,70,70,70,71,70,65,85,85,60,84,82,62,78,68,75,29,6
3,62,58,74,45,72,65,66,63,66,83,54,69,78,70,73,75,32,17
4,73,76,16,70,21,68,66,89,92,63,88,56,51,71,61,75,26,11
3,60,49,77,40,85,60,59,60,62,83,46,49,68,27,30,75,27,1
4,73,75,29,69,42,72,65,93,91,68,93,84,49,70,41,75,26,27
4,75,71,60,58,74,76,71,79,79,75,76,81,58,80,67,75,23,27
4,77,75,65,62,74,76,74,68,68,75,73,64,60,76,69,75,22,27
3,76,69,14,74,23,63,53,70,74,73,74,73,77,75,46,75,26,26
3,74,65,15,77,32,70,59,51,66,90,38,68,82,77,46,75,29,27
3,77,79,14,77,21,68,64,90,91,59,85,62,56,67,70,75,26,27
4,75,72,71,69,77,76,83,74,70,72,73,78,73,66,52,75,22,27
2,74,71,72,68,75,69,69,87,83,60,77,73,56,78,71,75,30,27
2,76,78,73,70,66,71,68,85,83,76,77,69,60,77,69,75,24,25
4,76,81,45,75,40,74,68,90,88,68,91,75,62,67,63,75,30,21
3,81,76,54,68,67,79,74,76,75,74,74,81,63,72,68,75,21,19
3,68,61,77,42,72,70,60,52,54,84,55,85,79,45,27,75,25,17
3,19,16,13,12,23,23,24,42,48,67,55,69,24,25,25,75,28,4
3,76,74,63,72,77,78,73,74,73,65,75,80,57,64,62,75,22,27
3,77,72,66,67,71,78,75,73,72,65,74,55,63,75,67,75,23,18
3,85,85,22,62,20,64,61,86,84,62,78,48,57,71,72,75,22,27
3,10,17,22,11,22,35,29,54,52,35,52,62,15,25,18,75,22,27
4,80,76,54,74,33,73,66,80,76,64,81,32,40,74,69,75,28,27
3,77,75,74,73,71,65,64,77,79,48,83,73,59,79,68,75,23,27
3,75,77,26,71,19,73,70,86,87,64,86,84,61,73,72,75,26,21
3,74,77,69,73,74,68,60,86,89,69,86,66,58,66,67,75,24,6
3,73,77,50,73,44,72,65,87,86,64,86,65,56,71,72,75,27,27
3,78,76,70,65,73,80,75,73,68,69,74,53,42,68,63,75,23,9
3,66,62,77,40,79,68,70,44,50,86,52,75,66,66,56,75,29,27
3,73,60,72,65,83,79,68,77,74,63,80,79,55,70,60,75,29,9
3,73,80,34,74,34,70,69,85,86,63,86,73,56,70,69,75,23,25
3,74,78,17,73,18,67,53,93,93,33,91,59,55,70,65,75,26,13
3,69,63,73,44,76,75,72,77,79,76,66,77,69,63,63,75,22,27
2,19,13,13,17,27,39,36,50,55,57,70,83,20,23,25,75,29,4
3,66,53,76,37,77,67,67,79,69,69,59,72,73,68,45,75,29,25
3,73,73,20,74,35,64,35,88,76,77,72,70,74,76,63,75,27,27
4,78,77,49,73,50,77,75,74,72,55,78,60,51,74,68,75,26,25
4,79,83,18,80,35,74,59,78,80,57,83,71,52,79,66,75,24,27
3,55,32,75,30,74,64,63,32,47,92,36,68,73,54,32,75,29,17
3,54,45,75,40,70,57,62,40,66,89,37,83,82,73,33,75,25,27
3,63,44,78,41,72,73,62,54,61,74,55,74,74,43,42,75,24,7
4,78,81,23,76,25,72,64,84,79,55,86,78,55,77,72,75,28,0
3,78,77,67,68,62,77,73,70,67,60,73,54,58,58,56,75,22,27
3,70,68,78,62,75,71,63,80,78,68,76,76,56,66,61,75,26,27
3,53,42,75,55,73,67,64,64,73,83,42,64,77,65,28,75,26,27
2,72,63,75,64,69,75,76,62,65,76,60,65,70,75,62,75,26,2
3,69,71,80,59,74,73,70,68,69,70,63,62,74,67,51,75,31,3
3,24,18,11,13,13,25,22,43,41,73,60,71,18,22,14,75,23,4
3,73,68,75,54,72,73,65,58,70,74,66,71,68,52,59,75,22,17
2,29,14,20,3,14,26,27,41,43,67,55,71,12,20,14,75,23,4
5,74,71,18,74,25,69,39,72,76,77,62,78,73,80,59,75,24,27
4,71,69,12,78,35,62,52,86,83,61,84,71,68,73,50,75,27,26
3,76,79,29,73,35,75,65,94,89,45,88,67,50,72,70,75,25,27
5,80,78,38,66,34,79,62,76,69,71,78,31,59,75,79,75,24,27
3,73,71,68,66,74,74,76,73,74,85,68,72,71,78,43,75,23,9
3,67,52,78,32,78,59,63,67,70,76,61,70,72,43,31,75,24,27
3,69,66,76,48,77,65,66,84,74,64,79,80,56,64,65,75,28,16
2,53,35,76,25,77,58,41,66,62,77,39,73,81,58,36,75,26,1
3,75,76,60,73,63,67,61,85,81,61,77,82,77,75,74,75,27,27
3,76,78,25,76,35,68,51,88,95,83,79,77,68,81,72,75,27,22
2,23,11,14,18,13,34,35,25,21,57,24,77,18,25,9,75,25,4
4,73,71,30,76,37,75,69,75,77,81,68,45,66,83,52,75,24,27
3,78,75,50,69,65,74,70,75,67,60,75,46,56,73,72,75,23,8
3,76,78,68,68,58,73,70,86,83,64,83,79,60,69,65,75,28,27
4,80,78,30,74,39,74,70,77,78,65,77,56,55,76,69,75,23,27
4,79,77,47,74,62,82,66,62,60,50,76,60,39,64,75,75,26,0
2,74,76,57,68,71,75,74,79,75,63,77,67,33,77,69,75,26,27
3,74,77,21,75,26,64,50,84,83,74,81,75,70,75,81,75,25,26
3,72,66,73,56,74,75,80,67,69,69,70,85,67,58,64,75,27,27
3,76,72,65,68,76,76,76,83,78,68,89,55,53,78,75,75,25,9
4,75,73,20,77,26,68,66,77,80,58,82,88,73,75,75,75,30,27
3,81,82,18,76,37,67,60,92,82,52,82,48,61,73,63,75,26,27
4,78,76,62,60,70,78,76,74,74,74,73,60,48,76,74,75,25,27
3,74,73,69,67,76,74,69,87,86,74,76,73,67,69,73,75,24,6
3,81,77,14,68,29,79,75,73,67,59,75,58,43,68,74,75,26,21
3,71,64,71,55,74,66,61,85,81,66,77,74,54,61,69,75,24,27
3,70,75,15,71,40,66,62,87,86,74,78,83,70,72,67,75,25,26
4,73,71,63,67,77,75,72,68,53,65,88,82,55,64,62,75,26,9
3,75,69,68,68,75,77,75,69,69,86,66,64,65,82,68,75,28,0
2,56,46,76,27,77,56,51,64,68,80,50,72,71,65,39,75,31,7
3,76,75,15,73,32,74,69,76,79,68,78,68,67,72,69,75,26,12
3,80,80,20,78,26,70,51,78,79,66,80,86,76,70,68,75,24,27
4,79,81,35,68,35,78,74,75,76,58,77,48,49,67,62,75,24,27
2,66,61,74,51,77,62,61,67,74,77,65,76,77,76,51,75,26,27
3,81,81,50,74,63,77,72,81,77,34,91,63,51,65,75,75,27,27
4,75,73,23,76,22,70,67,73,76,75,79,74,73,76,58,75,30,11
4,75,71,69,66,74,77,76,59,63,75,65,74,70,75,75,75,25,9
2,57,60,76,38,78,58,56,79,79,84,69,88,74,62,48,75,26,27
3,72,63,74,57,75,70,58,79,76,66,72,86,61,49,59,75,26,27
2,24,17,14,8,12,18,32,24,34,62,22,64,12,12,18,75,25,25
3,62,58,71,23,78,66,65,54,65,82,52,64,75,42,23,75,26,7
3,69,59,75,40,75,72,67,65,64,78,62,82,73,63,51,75,26,27
4,64,43,74,64,72,65,68,64,76,83,70,82,75,69,42,75,26,7
3,74,69,65,72,72,76,78,54,66,84,63,69,75,83,63,75,26,18
3,33,19,20,18,13,32,30,37,35,67,36,64,14,38,17,75,25,27
3,72,69,70,60,74,71,61,77,76,70,69,77,69,72,62,75,28,16
3,71,55,73,50,76,78,71,66,55,84,60,67,65,60,49,75,26,2
3,76,66,13,78,19,65,35,55,69,86,55,83,80,78,68,75,26,22
3,75,68,67,61,68,75,63,73,75,75,67,80,59,78,58,75,26,6
3,67,71,18,80,41,61,34,69,73,92,38,54,80,74,40,75,27,26
3,70,70,76,62,74,66,62,79,79,74,75,78,64,73,70,75,29,16
3,53,36,78,19,68,67,65,52,62,84,55,75,74,52,30,75,26,17
3,76,74,64,68,72,78,74,76,74,68,76,76,54,78,70,75,25,18
3,77,79,18,71,22,69,63,89,85,45,90,48,33,71,69,75,23,23
3,67,61,72,47,68,58,61,68,78,88,52,80,78,78,45,75,28,17
3,72,69,72,65,71,68,66,89,88,64,78,83,57,76,67,75,28,27
3,72,68,29,74,29,65,33,53,65,90,46,77,79,87,65,75,26,27
4,76,79,27,73,52,69,64,84,83,64,80,73,58,75,72,75,26,27
3,79,78,42,72,57,78,75,64,66,60,66,46,53,86,75,75,25,27
3,66,63,73,61,71,73,61,78,82,71,73,83,65,64,61,75,27,16
3,74,78,25,83,23,72,52,77,74,51,76,75,66,68,60,75,24,27
2,68,48,74,26,77,70,58,53,60,78,54,83,71,45,40,75,28,27
3,68,68,73,62,71,66,61,79,85,69,71,67,67,61,56,75,27,16
3,69,62,75,49,75,70,71,72,77,77,66,68,70,67,55,75,27,16
4,76,79,46,74,35,68,62,87,85,51,82,63,49,72,70,75,26,21
4,78,79,66,71,68,72,68,83,83,70,77,70,63,69,65,75,32,23
2,20,11,10,15,22,35,26,52,51,76,44,73,11,18,15,75,27,4
4,69,63,74,51,74,71,77,67,69,75,73,76,69,58,28,75,32,7
2,78,77,15,75,29,72,61,61,71,85,58,71,76,77,74,75,25,22
5,70,69,73,67,72,67,64,89,79,58,89,81,55,71,68,75,31,27
3,75,73,20,73,23,68,52,75,72,82,73,71,70,83,37,75,26,26
4,81,81,24,67,38,75,68,78,77,61,78,73,50,67,76,75,25,27
3,75,74,31,67,54,76,76,75,67,56,86,58,59,80,69,75,32,8
2,66,56,74,25,75,66,65,68,76,82,64,74,74,42,59,75,26,27
4,75,78,47,67,56,75,73,83,78,50,91,42,58,74,75,75,27,27
2,64,60,75,57,74,67,69,67,72,72,63,72,67,64,45,75,28,7
3,73,68,75,63,77,75,72,68,64,68,73,63,57,77,60,75,28,27
4,80,81,14,66,35,68,64,91,90,28,85,57,21,72,76,75,26,23
3,75,74,71,74,72,67,59,83,84,83,68,66,55,76,68,75,27,6
3,68,54,74,12,72,68,60,67,53,81,56,71,71,47,22,75,26,7
4,75,72,45,80,60,73,75,61,66,76,74,62,70,75,76,75,28,0
3,80,78,30,68,48,76,74,70,63,62,76,60,69,80,79,75,28,21
3,77,74,68,70,74,77,74,68,68,84,68,82,70,78,69,75,27,27
